Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,Protein_to_Carbs_ratio,Carbs_to_Fat_ratio
mediterranean,Mediterranean Salad with Grilled Chicken,mediterranean,140.06,67.18,154.02,10/16/2022,16:45:10,2.084815647281225,0.4361742879217769
mediterranean,Lamb Meatballs with Mediterranean Dips,mediterranean,143.24,331.15,362.73,10/16/2022,16:45:10,0.4325519174032391,0.9129354811141038
mediterranean,Big Batch Mediterranean Herb Rub,american,9.75,31.85,4.29,10/16/2022,16:45:10,0.30611283790147875,7.422512234910277
mediterranean,Slow-Cooker Mediterranean Chicken & Orzo,mediterranean,121.95,84.05,21.39,10/16/2022,16:45:17,1.450904807795267,3.92922257023982
mediterranean,Mediterranean Swordfish Wrapped in Prosciutto,american,443.89,121.59,250.79,10/16/2022,16:45:17,3.650681382668125,0.48482601050276924
mediterranean,Mediterranean Ravioli with Artichokes & Olives,mediterranean,108.1,351.54,63.13,10/16/2022,16:45:17,0.3075032499765319,5.568421219369248
mediterranean,Mediterranean Tuna Salad with Croutons,mediterranean,123.77,111.23,94.53,10/16/2022,16:45:17,1.1127293650151486,1.1766510456887158
mediterranean,Mediterranean Chicken and Vegetables recipes,mediterranean,276.3,157.66,291.99,10/16/2022,16:45:17,1.752494275692784,0.5399481490867869
mediterranean,Mediterranean Pasta with Feta And Olives,mediterranean,89.7,373.02,45.09,10/16/2022,16:45:17,0.2404690352553878,8.272604289104255
mediterranean,Fresh City Mediterranean Salmon Spaghetti,nordic,161.71,368.53,79.63,10/16/2022,16:45:17,0.4387961935359577,4.627971518629679
mediterranean,Dinner Tonight: Mediterranean Poached Eggs,mediterranean,26.35,68.86,43.69,10/16/2022,16:45:17,0.38265491352144176,1.576068297818773
mediterranean,Mediterranean Pasta with Tomatoes and Arugula,mediterranean,66.83,321.2,57.11,10/16/2022,16:45:17,0.2080628640633124,5.62413545551645
mediterranean,Mediterranean Salad with Prosciutto and Pomegranate,mediterranean,56.52,46.97,57.12,10/16/2022,16:45:17,1.2032956505077603,0.8222895257435969
mediterranean,Herb-Crusted Mediterranean Sea Bass,mediterranean,275.35,127.17,88.71,10/16/2022,16:45:17,2.1651948950625535,1.4335313546234403
mediterranean,Mediterranean Fish Stew with Chard,french,242.5,249.96,23.45,10/16/2022,16:45:17,0.9701513436096031,10.658820519380837
mediterranean,Farmer's Fridge Mediterranean Salad,mediterranean,11.95,46.81,35.36,10/16/2022,16:45:17,0.25528187819102344,1.3237747801249966
mediterranean,Artichoke & Black Olive Tart,mediterranean,102.45,237.63,78.35,10/16/2022,16:45:17,0.43113061847991213,3.032890454493242
mediterranean,Eggplant Bruschetta with Pita Chips,italian,145.7,594.59,261.44,10/16/2022,16:45:17,0.24504239048354245,2.2742798566406957
mediterranean,Spiralized Mediterranean Cucumber Salad recipes,mediterranean,15.43,30.89,74.44,10/16/2022,16:45:17,0.49949823573209023,0.41495949812603267
mediterranean,Mediterranean Tuna-Noodle Casserole recipes,asian,351.62,499.77,209.24,10/16/2022,16:45:17,0.703562231502028,2.388489827519463
mediterranean,Mediterranean Herbed Pork Roast recipes,mediterranean,342.31,24.32,147.2,10/16/2022,16:45:17,14.074667982402039,0.16521626891121666
mediterranean,Mediterranean Bean and Bacon Soup,american,149.69,341.02,131.89,10/16/2022,16:45:17,0.43894657513760155,2.5856199437414227
mediterranean,Roasted Mediterranean Vegetables with Chickpeas,mediterranean,56.91,237.33,42.09,10/16/2022,16:45:17,0.2397916833452014,5.638497541042028
mediterranean,Mediterranean Chopped-Chicken Pita recipes,mediterranean,125.96,175.09,74.4,10/16/2022,16:45:24,0.7193973419536126,2.3533285842932217
mediterranean,Whole Roasted Mediterranean-Style Fish,mediterranean,165.02,24.3,46.4,10/16/2022,16:45:24,6.790667050738652,0.523695610008405
mediterranean,Mediterranean Brown Rice Salad recipes,mediterranean,46.05,193.53,129.0,10/16/2022,16:45:24,0.23794637551606718,1.500220928519934
mediterranean,Mediterranean fish stew with garlic toasts,french,369.38,291.68,149.5,10/16/2022,16:45:24,1.26638348058324,1.9510237389716456
mediterranean,"Mediterranean tuna, pepper & courgette tart",mediterranean,115.09,250.06,196.55,10/16/2022,16:45:24,0.46024769956130707,1.2722397749184688
mediterranean,Loaded Mediterranean Chicken-Quinoa Salad,south american,43.45,38.05,30.13,10/16/2022,16:45:24,1.141888518041576,1.2628190235969599
mediterranean,Mediterranean Vegetable Stew with Olives,mediterranean,56.65,227.36,53.62,10/16/2022,16:45:24,0.24916322500340865,4.240129799891834
mediterranean,Mediterranean Chicken and Bulgur Skillet,mediterranean,143.33,85.48,83.26,10/16/2022,16:45:24,1.6767468794234976,1.0266511331836032
mediterranean,Grilled Mediterranean Veg With Bean Mash,mediterranean,41.97,143.05,31.75,10/16/2022,16:45:24,0.2933918672361605,4.505369909609146
mediterranean,Mediterranean Grilled Shrimp Lettuce Wraps,mediterranean,102.42,26.37,132.34,10/16/2022,16:45:24,3.8838117629213906,0.19925797749752533
mediterranean,Roasted Guinea Hen Mediterranean Style,mediterranean,293.92,92.77,191.76,10/16/2022,16:45:24,3.1682314516389822,0.48377928775924195
mediterranean,Mediterranean Tortellini Pasta Salad recipes,italian,40.38,134.05,69.41,10/16/2022,16:45:24,0.3012286368620898,1.9312500900433651
mediterranean,"Chicken with Olives, Caramelized Onions, and Sage",mediterranean,453.98,311.78,529.02,10/16/2022,16:45:24,1.4560861630439317,0.5893527856172062
mediterranean,Mediterranean Brown Rice Salad Recipe,mediterranean,46.41,195.73,129.11,10/16/2022,16:45:24,0.23711113722404728,1.5159823717576346
mediterranean,Mediterranean Chicken and Couscous Bowls,mediterranean,131.8,227.55,96.14,10/16/2022,16:45:24,0.5792108142789968,2.3668362093175648
mediterranean,Vegetable Couscous,mediterranean,56.11,344.85,31.98,10/16/2022,16:45:24,0.16270795213005038,10.782964885400707
mediterranean,Mediterranean Quiche with Sweet Potato Crust,french,65.86,73.77,68.32,10/16/2022,16:45:24,0.8927627387455775,1.0797558583744382
mediterranean,Mediterranean Roasted Chickpea and Spinach Salad,mediterranean,35.73,113.93,95.39,10/16/2022,16:45:24,0.31361086973694596,1.194347475128681
mediterranean,Slow-Cooker Mediterranean Quinoa with Arugula,mediterranean,83.86,294.94,82.96,10/16/2022,16:45:24,0.2843280520510882,3.555164474873736
mediterranean,Two -Acid Mediterranean Pasta Salad,mediterranean,89.74,405.64,260.21,10/16/2022,16:45:24,0.22123010247977892,1.558888747977603
mediterranean,A Mediterranean Twist to your BBQ,american,28.74,191.58,28.33,10/16/2022,16:45:30,0.15001487621423834,6.762203946207335
mediterranean,Mediterranean Roast Vegetables With Bulgar Wheat,mediterranean,34.76,223.52,32.97,10/16/2022,16:45:30,0.15551111528670683,6.7792908919959975
mediterranean,Eat-Your-Veggies Mediterranean Meatballs,mediterranean,140.09,134.08,76.19,10/16/2022,16:45:30,1.0448161931966498,1.7597879014581777
mediterranean,Mediterranean Sardines with Lemon and Garlic,mediterranean,41.21,39.23,284.62,10/16/2022,16:45:30,1.0504448013050904,0.1378324157388246
mediterranean,Mediterranean Salmon Cooked in Parchment recipes,nordic,99.21,50.53,75.7,10/16/2022,16:45:30,1.9633492311650274,0.6674944848813094
mediterranean,Braised Mediterranean Chicken with Polenta recipes,mediterranean,276.26,137.25,298.42,10/16/2022,16:45:30,2.0128086498459026,0.4599207160353997
mediterranean,Spaghetti Puttanesca,italian,83.5,410.36,65.98,10/16/2022,16:45:30,0.2034793754767144,6.219366181173368
mediterranean,Mediterranean Potato Salad with Haricots Verts,mediterranean,30.37,249.23,84.95,10/16/2022,16:45:30,0.12185482544306286,2.9338089016020996
mediterranean,"Mediterranean Pasta with Artichokes, Olives, and Tomatoes",mediterranean,72.52,299.04,47.31,10/16/2022,16:45:30,0.24250855233897692,6.320728794572087
mediterranean,Spinach Salad with Grilled Mediterranean Vegetables,mediterranean,28.79,59.5,75.02,10/16/2022,16:45:30,0.48385741416110656,0.7931112621799229
mediterranean,Mediterranean Mini Tuna Cakes With Pesto,american,106.3,28.87,87.74,10/16/2022,16:45:30,3.681895327491254,0.32903659634606397
mediterranean,Mediterranean Orzo and Chicken Salad recipes,mediterranean,122.02,103.08,133.39,10/16/2022,16:45:30,1.1837293002590195,0.7727657788006688
mediterranean,Mediterranean Grilled Chicken and Grape Skewers,mediterranean,97.38,54.11,123.84,10/16/2022,16:45:30,1.7996340854909354,0.4369312263305367
mediterranean,Mediterranean Feta Salad With Pomegranate Dressing,mediterranean,51.84,175.52,195.42,10/16/2022,16:45:30,0.2953492744457928,0.8981634522390123
mediterranean,Mediterranean Eggplant Dip with Sizzled Garlic,mediterranean,19.61,35.1,65.1,10/16/2022,16:45:30,0.5586735420643286,0.5391622248506167
mediterranean,Mediterranean feta salad with pomegranate dressing,mediterranean,51.84,175.52,195.42,10/16/2022,16:45:30,0.2953492744457928,0.8981634522390123
mediterranean,Mediterranean Flavors: Baba Ghanoush Recipe,mediterranean,13.49,58.44,51.42,10/16/2022,16:45:30,0.2308310946082374,1.136500651484802
mediterranean,Mediterranean Chopped Salad With Shrimp Recipe,mediterranean,182.05,381.92,101.23,10/16/2022,16:45:30,0.47666925882577815,3.772757356936116
mediterranean,Mediterranean Salad with Lemon-Herb Vinaigrette,mediterranean,36.81,91.24,164.3,10/16/2022,16:45:30,0.4034370513256102,0.5553222439303472
mediterranean,Weekday Vegetarian Roast and Mediterranean Salada,mediterranean,17.79,144.7,49.16,10/16/2022,16:45:37,0.12294317247289238,2.9433900856369886
mediterranean,Zesty Roasted Chicken with Mediterranean Potatoes,mediterranean,100.23,182.1,145.95,10/16/2022,16:45:37,0.5504088390508565,1.2476790155600168
mediterranean,Mediterranean-Style Chicken And Bean Stew,mediterranean,265.63,145.05,270.15,10/16/2022,16:45:37,1.831286926667172,0.5369219436537346
mediterranean,Mediterranean Salad with Smoked Paprika Vinaigrette,mediterranean,46.76,251.61,129.47,10/16/2022,16:45:37,0.18584243137223727,1.9433695576615613
mediterranean,Mediterranean Slow-Cooker Chicken Noodle Soup,asian,178.92,194.05,41.63,10/16/2022,16:45:37,0.9220256530499713,4.6611899786217
mediterranean,Swordfish Baked in Foil with Mediterranean Flavors,mediterranean,161.94,89.31,38.95,10/16/2022,16:45:37,1.8132144976542641,2.29288079895253
mediterranean,Mediterranean Mackerel With A Tomato Panzanella Salad,mediterranean,106.42,110.37,109.31,10/16/2022,16:45:37,0.9642025532069112,1.009687954551692
mediterranean,Mediterranean Tuna Antipasto Salad for Two,mediterranean,54.84,82.03,35.4,10/16/2022,16:45:37,0.6685277517036242,2.3171661817462788
mediterranean,Slow-Cooker Mediterranean Chicken Thigh Stew,mediterranean,286.36,66.04,73.74,10/16/2022,16:45:37,4.336094244484486,0.8955669166406749
mediterranean,Four-Cheese Baked Penne,italian,189.69,441.86,86.94,10/16/2022,16:45:37,0.42929790137622464,5.082297190048424
mediterranean,Mediterranean Salad with Chickpeas and Arugula recipes,mediterranean,89.1,144.34,118.55,10/16/2022,16:45:37,0.6172882271842373,1.2175350692950713
mediterranean,Mini Mediterranean Chicken Meatloaf with Chimichurri,mediterranean,105.07,49.59,82.15,10/16/2022,16:45:37,2.118731221390978,0.6036445082835267
mediterranean,Dutch Baby Takes a Mediterranean Holiday,american,46.03,103.49,99.18,10/16/2022,16:45:37,0.44477297542781496,1.0434458212762523
mediterranean,Mediterranean Fish Soup With Garlicky Rouille,mediterranean,443.98,276.18,385.16,10/16/2022,16:45:37,1.6075689493484346,0.717050791746828
mediterranean,Mediterranean Flavors: Spinach and Artichoke Dip Recipe,mediterranean,24.03,32.4,97.42,10/16/2022,16:45:37,0.7416437764266536,0.3325771650876094
mediterranean,Hummus-and-Rice Fritters with Mediterranean Salad,mediterranean,58.16,290.41,73.18,10/16/2022,16:45:37,0.20026789618850524,3.9683797707055106
mediterranean,Mediterranean Tuna Salad with Roasted Potato Wedges,mediterranean,127.99,303.53,44.31,10/16/2022,16:45:37,0.4216702742059296,6.849992101284105
mediterranean,Mediterranean Potato Salad with Haricots Verts recipes,mediterranean,30.37,249.23,84.95,10/16/2022,16:45:44,0.12185482544306286,2.9338089016020996
mediterranean,Chicken Chopped Mediterranean Salad with Feta Vinaigrette,mediterranean,92.17,48.22,126.85,10/16/2022,16:45:44,1.9114078928267768,0.38013101985794356
mediterranean,Mediterranean Rice Salad with Roasted Red Peppers,mediterranean,60.67,519.99,83.21,10/16/2022,16:45:44,0.11667509629974365,6.249053610700509
mediterranean,Marinated Mediterranean Chicken Pita & Slaw Recipe,mediterranean,183.83,243.83,101.02,10/16/2022,16:45:44,0.753923824288134,2.4136565664564795
mediterranean,Mediterranean Chicken Stew with Prunes and Pumpkin,mediterranean,199.71,260.08,201.94,10/16/2022,16:45:44,0.76787616165733,1.287900921556296
mediterranean,Mediterranean Chicken Kebabs with Lemon-Tahini Sauce,mediterranean,117.97,40.32,54.52,10/16/2022,16:45:44,2.9257706902110563,0.7395315566478972
mediterranean,Four-Cheese Baked Penne,italian,189.69,441.8,117.57,10/16/2022,16:45:44,0.4293562033585257,3.7577293720390235
mediterranean,Slow-Cooker Mediterranean Chicken & Chickpea Soup,mediterranean,235.11,284.52,177.74,10/16/2022,16:45:44,0.8263361931105263,1.6007561564298611
mediterranean,Lamb Loin Chops With Mediterranean Stuffing recipes,mediterranean,182.21,134.25,289.28,10/16/2022,16:45:44,1.3572338381092133,0.4640816368859345
mediterranean,Mediterranean Salad With Creamy Herb Dressing recipes,mediterranean,80.8,394.49,66.59,10/16/2022,16:45:44,0.20482089578722962,5.9240738237900015
mediterranean,Baked Red Snapper in a Mediterranean Tomato Sauce,mediterranean,440.58,109.18,39.36,10/16/2022,16:45:44,4.03531750029767,2.7738116409644067
mediterranean,Mediterranean Salad with Green Beans and Feta recipes,mediterranean,71.48,180.63,67.65,10/16/2022,16:45:44,0.39572387906837697,2.670027050597921
mediterranean,Seared Fresh Sardines and Tomato Soup,south east asian,50.03,136.55,157.33,10/16/2022,16:45:44,0.36638325607282257,0.8679154139997839
mediterranean,Shredded Mediterranean Chicken A La Crock Pot,mediterranean,93.37,99.32,56.08,10/16/2022,16:45:44,0.9400831646882332,1.7710097894117438
mediterranean,Mediterranean zucchini ribbon sauté with balsamic reduction,mediterranean,6.01,46.96,28.11,10/16/2022,16:45:44,0.12797853538042206,1.6705204368396713
mediterranean,Grilled Peppered Pork Chops with Mediterranean Relish,mediterranean,246.45,27.14,97.85,10/16/2022,16:45:44,9.080358129766772,0.27736047664305935
mediterranean,"Mediterranean Bean, Potato and Vegetable Salad Platter",mediterranean,42.14,238.2,19.21,10/16/2022,16:45:44,0.176909416837041,12.399146322419446
mediterranean,Mediterranean Country Pasta Salad with fresh Herbs,mediterranean,111.04,399.52,172.24,10/16/2022,16:45:44,0.27793282455740753,2.3195406436330486
mediterranean,Mediterranean Salad with Olive-Bread Croutons recipes,mediterranean,36.17,88.18,126.69,10/16/2022,16:45:44,0.41017906351708416,0.6960241848276516
mediterranean,BEST Ever Mediterranean Grilled Lamb Chops,mediterranean,280.74,59.41,495.9,10/16/2022,16:45:44,4.725387554493277,0.11980213792672328
mediterranean,"Sheet-Pan Mediterranean Chicken, Brussels Sprouts & Gnocchi",mediterranean,191.74,204.42,91.57,10/16/2022,16:45:50,0.9379662559130423,2.23236614211923
mediterranean,"Mediterranean chicken with Dijon mustard, tomato and lemon",mediterranean,45.15,39.74,59.25,10/16/2022,16:45:50,1.1361062882161999,0.6707059796459132
mediterranean,Mediterranean Grilled Chicken Salad with Hummus recipes,mediterranean,263.07,130.94,148.11,10/16/2022,16:45:50,2.009072788507801,0.8840666797199397
mediterranean,Mayo-Free Mediterranean Tuna Salad Sandwiches Recipe,mediterranean,193.1,128.94,195.48,10/16/2022,16:45:50,1.4975841664016876,0.6596037466556852
mediterranean,Mediterranean Portobello Mushroom Pizzas with Arugula Salad,italian,71.58,105.74,76.67,10/16/2022,16:45:50,0.676937044287457,1.3791394399446986
mediterranean,A Healthy Mediterranean Dip for Super Bowl Sunday,mediterranean,92.93,183.79,136.57,10/16/2022,16:45:50,0.505628676050514,1.345746900879396
mediterranean,Mediterranean Egg and Tomato Skillet with Pita (Shakshouka),mediterranean,59.22,131.34,53.08,10/16/2022,16:45:50,0.4508873847465757,2.4743316817693715
mediterranean,Pistou: Mediterranean Vegetable Soup with Basil Sauce,french,131.9,263.82,194.07,10/16/2022,16:45:50,0.4999602002873161,1.359399395066754
mediterranean,Mediterranean Mussel And Chickpea Soup With Fennel And Lemon,mediterranean,126.24,181.78,55.14,10/16/2022,16:45:50,0.6944620174825752,3.296639524129051
mediterranean,Mediterranean Spinach Salad with Tomatoes and Lemon Dressing,mediterranean,30.9,57.09,92.21,10/16/2022,16:45:50,0.5412411763675535,0.619123531899665
mediterranean,"Mediterranean ""Salad Pasta"" (not to be confused with ""Pasta Salad"")",mediterranean,76.7,349.79,58.29,10/16/2022,16:45:50,0.2192737949232542,6.000754833507746
mediterranean,"Mediterranean Sausage, Fennel, Canellini Bean And Tomato Gratin",french,55.88,152.46,41.88,10/16/2022,16:45:50,0.36651996248220853,3.640314223633629
mediterranean,The Ultimate Greek Salad Recipe,mediterranean,22.26,37.87,138.39,10/16/2022,16:45:50,0.587784848564865,0.2736449624614317
mediterranean,Mediterranean Farro Bowl With Lemon-Tahini-Yogurt Dressing,mediterranean,199.7,837.65,117.79,10/16/2022,16:45:50,0.2384047771685344,7.111324294725403
mediterranean,"Mediterranean Chopped Salad With Tomatoes, Peppers, Feta, and Basil Recipe",mediterranean,23.0,39.76,66.29,10/16/2022,16:45:50,0.5784562762505974,0.599779758941636
mediterranean,Mediterranean Sweet & Spicy Salad with Greek Vinaigrette Dressing,mediterranean,33.21,97.68,93.28,10/16/2022,16:45:50,0.33998423439563474,1.0471585853496426
mediterranean,"Cranberry Sauce with Red Wine, Pomegranate Molasses, and Mediterranean Herbs",american,2.01,361.31,0.63,10/16/2022,16:45:50,0.005563074470470038,572.5990491283677
mediterranean,Mark Bittman's Grilled Mediterranean Chicken Thighs Recipe,mediterranean,257.37,20.68,280.46,10/16/2022,16:45:57,12.444756056283545,0.07373574222440911
mediterranean,Pan-Seared Mediterranean Chicken Burgers with Whipped Feta,mediterranean,186.01,44.61,155.54,10/16/2022,16:45:57,4.169599426150501,0.2868054082203406
mediterranean,My Favorite Falafel Sandwich,american,166.85,609.84,248.82,10/16/2022,16:45:57,0.27359590450625654,2.4509185317959497
mediterranean,Grilled Greek-Style Meatloaf with Herbed Potatoes and Grilled Lemon Recipe,mediterranean,199.9,261.85,240.23,10/16/2022,16:45:57,0.7634112529644722,1.08999254883841
mediterranean,Gigante Beans,caribbean,60.36,137.21,69.17,10/16/2022,16:45:57,0.43990642149681874,1.9836347602318891
mediterranean,Mediterranean chicken and fennel bake with preserved lemon and harissa,mediterranean,197.25,41.64,247.52,10/16/2022,16:45:57,4.736917941451934,0.16822815033875912
mediterranean,Mediterranean Vegetable Sandwich with Sundried Tomato Pesto and Fresh Mozzarella,italian,74.43,233.24,103.37,10/16/2022,16:45:57,0.31911199145947755,2.256338818430701
mediterranean,Zucchini Pastitsio (Mediterranean Baked Beef and Pasta Casserole) Recipe,italian,320.52,358.1,388.93,10/16/2022,16:45:57,0.8950547471244146,0.9207288696452585
mediterranean,Mediterranean Veggie Burgers with Mint-Yogurt Sauce and Carrot Salad,mediterranean,73.73,218.66,62.93,10/16/2022,16:45:57,0.33718861616840684,3.4745991641639256
mediterranean,"Mediterranean Salad with Artichokes, Penne, and Sun-Dried Tomatoes recipes",mediterranean,88.87,246.89,65.12,10/16/2022,16:45:57,0.35995641801442746,3.791250134365258
mediterranean,Mediterranean Flavors: White Bean Spread with Za'atar Recipe,mediterranean,37.49,123.55,165.87,10/16/2022,16:45:57,0.3034374468842826,0.7448559422683892
mediterranean,"Mediterranean Chicken, Feta, and Herb Wrap With Stewed Potatoes Recipe",mediterranean,372.14,112.53,106.82,10/16/2022,16:45:57,3.306999848930517,1.053444547420451
mediterranean,Mediterranean Grilled Tuna Steaks And Sicilian-Style Potato Salad,mediterranean,192.74,181.7,97.7,10/16/2022,16:45:57,1.0607536557311188,1.8597557855088482
mediterranean,"Chicken Sausage, Pepper And Onion Stoup With Tomato-Basil Gobble-'Ums",italian,107.95,347.26,143.44,10/16/2022,16:45:57,0.3108612830119133,2.4209256767590857
mediterranean,Mediterranean Grilled Whole Snapper with Fennel and a Pernod Butter Sauce,mediterranean,289.65,60.75,116.53,10/16/2022,16:45:57,4.767822751888858,0.5213205069895565
mediterranean,"Mediterranean Rotisserie Leg of Lamb with Potatoes, Fennel, and Olives recipes",mediterranean,269.85,179.15,243.65,10/16/2022,16:45:57,1.50627124604384,0.7352729929284099
mediterranean,Mediterranean Veggie Burgers with Mint-Yogurt Sauce and Carrot Salad recipes,mediterranean,78.62,229.63,63.14,10/16/2022,16:45:57,0.3423753761469488,3.636781172296923
mediterranean,"Mediterranean Squid (calamari) filled with Shellfish, Saffron Risotto and Ink Sauce",italian,283.8,82.89,71.18,10/16/2022,16:45:57,3.423773389149606,1.1644961436338346
mediterranean,"Mediterranean Farro and Green Lentil Bowl with Feta, Olives&Sundried Tomatoes",mediterranean,95.21,285.36,88.55,10/16/2022,16:45:57,0.3336475552020073,3.2225497171121726
mediterranean,Bouillabaisse,american,312.48,248.86,205.87,10/16/2022,16:45:57,1.2556406990247568,1.2088152289540537
mediterranean,"Mediterranean White Beans with Sun Dried Tomatoes, Mushrooms, Garlic and Thyme (vegan, gluten free)",american,96.57,251.63,30.86,10/16/2022,16:46:04,0.3837762437855431,8.153656718836071
mediterranean,Mediterranean Grilled Chicken and Roasted Red Pepper Pizza with Feta and Balsamic Glaze recipes,mediterranean,133.53,164.18,137.67,10/16/2022,16:46:04,0.813309700878908,1.192553261035367
mediterranean,Mediterranean Citrus Olive Oil Cake With Sweet Basil Drizzle And Candied Olives (Gluten Free),american,22.02,713.9,160.83,10/16/2022,16:46:04,0.030844612908512526,4.438820874085219
mediterranean,Tomato and Black Olive Orzo Salad,mediterranean,100.69,314.24,375.24,10/16/2022,16:46:04,0.3204228601614684,0.837435141682279
mediterranean,Chard Stalk Hummus,mediterranean,30.55,47.32,86.47,10/16/2022,16:46:04,0.6455907525200228,0.5472354893548126
mediterranean,Minted courgette salad,french,6.54,24.63,28.59,10/16/2022,16:46:04,0.265519061345459,0.8614598999685215
mediterranean,Tuscan White Beans,italian,108.6,291.91,76.37,10/16/2022,16:46:04,0.37203120129080436,3.822262377080305
mediterranean,Grilled Lamb and Onion Kabobs with Olive Aioli,mediterranean,173.7,49.02,219.77,10/16/2022,16:46:04,3.5433793680259478,0.22305035696247458
mediterranean,Crispy garlic & rosemary slices,french,30.25,260.19,41.96,10/16/2022,16:46:04,0.11626074691284481,6.2007578465718165
mediterranean,Fig & Honey Yogurt,mediterranean,10.03,47.06,2.83,10/16/2022,16:46:04,0.21312764284651833,16.62310137760509
mediterranean,"Pork, fennel & chilli meatballs",american,88.07,23.33,134.21,10/16/2022,16:46:04,3.7748060520337745,0.1738307590286936
mediterranean,Rosemary Pork Chops,american,106.38,3.92,86.73,10/16/2022,16:46:04,27.130833970925785,0.04519721898744393
mediterranean,"Warm chickpea, chorizo & pepper salad",mediterranean,104.19,257.47,110.55,10/16/2022,16:46:04,0.40466693336336906,2.3289703394813257
mediterranean,Tangy roasted peppers,mediterranean,4.83,23.97,68.51,10/16/2022,16:46:04,0.201493471277794,0.34987082366335326
mediterranean,Tortellini with pesto & broccoli,italian,20.87,51.53,38.62,10/16/2022,16:46:04,0.40499893268129866,1.3342482069340516
mediterranean,Sticky lemon chicken,american,95.55,33.1,42.2,10/16/2022,16:46:04,2.8866197395849067,0.7843416032795432
mediterranean,Italian butter beans,italian,60.18,190.28,21.48,10/16/2022,16:46:04,0.3162690967569016,8.858060611703365
mediterranean,"Red Potatoes with Olive, Feta, and Mint",mediterranean,50.1,156.78,113.96,10/16/2022,16:46:04,0.3195540275926292,1.3757338036696765
mediterranean,Olive-Garlic Deviled Eggs,italian,51.2,6.31,100.89,10/16/2022,16:46:11,8.112818887656474,0.06254274414962682
mediterranean,Roasted Chicken Souvlaki,mediterranean,137.05,4.98,43.18,10/16/2022,16:46:11,27.51455531017868,0.11532850096107086
mediterranean,Courgette & quinoa-stuffed peppers,mediterranean,89.99,359.55,50.55,10/16/2022,16:46:11,0.25028438246590884,7.112618939289036
mediterranean,Chicken & chorizo traybake,mediterranean,278.51,183.35,259.41,10/16/2022,16:46:11,1.5189990782706393,0.7067934667381105
mediterranean,Gin Mare's Red Tonic,world,0.17,19.3,0.06,10/16/2022,16:46:11,0.008807833790995284,316.39344262295083
mediterranean,Deli pasta salad,american,77.67,269.73,40.34,10/16/2022,16:46:11,0.287953553725749,6.686249721127389
mediterranean,"Flash-fried prawns with chilli, lemon & parsley",mediterranean,42.29,11.62,30.6,10/16/2022,16:46:11,3.639101626366062,0.37972615274010646
mediterranean,Lemon & parsley butter beans,american,58.54,184.62,21.07,10/16/2022,16:46:11,0.3170820220884948,8.761805324854064
mediterranean,Fig & Ricotta Toast,mediterranean,11.72,30.74,10.4,10/16/2022,16:46:11,0.3812497966884617,2.9554850495144698
mediterranean,Baked Hummus,mediterranean,59.63,73.86,114.77,10/16/2022,16:46:11,0.8073272769120374,0.6435423582612332
mediterranean,School of Tapas: Catalan cod brandada,italian,75.66,6.74,405.28,10/16/2022,16:46:11,11.223854027592344,0.0166304366599964
mediterranean,Spice Route Chicken,mediterranean,264.82,80.26,249.16,10/16/2022,16:46:11,3.299485428788577,0.32212103820421334
mediterranean,Roasted Veggie & Hummus Pita Pockets,mediterranean,13.19,41.15,10.48,10/16/2022,16:46:11,0.32052684017399335,3.9261520847247398
mediterranean,Deli couscous,mediterranean,85.79,357.52,114.03,10/16/2022,16:46:11,0.2399579325410256,3.1352877726232338
mediterranean,Rosemary roast lamb chops,mediterranean,147.94,195.26,245.52,10/16/2022,16:46:11,0.7576525778317227,0.795288386736776
mediterranean,Endive and Fennel with Tarragon Avgolemono Sauce,mediterranean,21.32,43.53,24.99,10/16/2022,16:46:11,0.4897659139463831,1.7418270577407868
mediterranean,Grilled Eggplant with Rosemary,american,7.14,42.74,41.91,10/16/2022,16:46:11,0.16705271285182846,1.0197800100212357
mediterranean,Honey yogurt cheesecake,american,106.14,420.12,409.12,10/16/2022,16:46:11,0.25264150090093096,1.0268844669425428
mediterranean,Grilled Fennel-Cumin Lamb Chops,indian,83.69,3.61,196.71,10/16/2022,16:46:17,23.17640542785932,0.018351795273268905
mediterranean,Spanish rice & prawn one-pot,mediterranean,63.01,235.56,37.66,10/16/2022,16:46:17,0.26748910048777175,6.254746289264758
mediterranean,Tostones with Herbed Salt,mediterranean,5.0,115.96,433.39,10/16/2022,16:46:17,0.0431179448262778,0.26756439335380755
mediterranean,Rosemary-Roasted Leg of Lamb,mediterranean,392.94,4.74,306.31,10/16/2022,16:46:17,82.8812486817127,0.015474468758875785
mediterranean,Rouille,south american,3.67,20.16,41.82,10/16/2022,16:46:17,0.1820346212985467,0.4820544702422228
mediterranean,Piedmontese peppers,mediterranean,46.08,59.35,88.77,10/16/2022,16:46:17,0.7763980387862041,0.6685741965281454
mediterranean,Herbed lamb cutlets with roasted vegetables,french,135.21,68.9,217.87,10/16/2022,16:46:17,1.9623808072451776,0.31624218000559967
mediterranean,Orange & Black Olive Salad,mediterranean,7.88,93.25,16.75,10/16/2022,16:46:17,0.08450311524809385,5.566831830935466
mediterranean,Salmon Steaks with White-Bean and Olive Saute,mediterranean,243.73,174.96,158.3,10/16/2022,16:46:17,1.3930533090231536,1.1052362271874467
